Artists1,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Arijit Singh,24 (Original Motion Picture Soundtrack),Naan Un,62,288360,False,0.47,0.521,6,-11.142,0,0.0391,0.579,3.39e-06,0.112,0.329,142.268,3,pop-film
Vishal-Shekhar,"Alcoholia (From ""Vikram Vedha"")","Alcoholia (From ""Vikram Vedha"")",63,231022,False,0.774,0.584,11,-7.89,0,0.107,0.231,0.0,0.198,0.444,132.0,4,pop-film
Lucky Ali,Tamasha,Safarnama,63,251402,False,0.541,0.512,9,-10.203,1,0.0291,0.74,0.000528,0.162,0.203,120.036,4,pop-film
Vishal-Shekhar,I Hate Luv Storys (Original Motion Picture Soundtrack),Bin Tere,63,330360,False,0.585,0.698,9,-6.261,1,0.0392,0.42,3.59e-06,0.363,0.621,139.831,4,pop-film
Sona Mohapatra,Khoobsurat,Naina,63,225568,False,0.495,0.556,3,-7.49,1,0.041,0.638,0.0,0.123,0.366,159.996,4,pop-film
Farhan Akhtar,Zindagi Na Milegi Dobara,Senorita,64,229575,False,0.701,0.681,9,-6.442,1,0.0466,0.134,0.0,0.064,0.81,122.539,4,pop-film
Rahat Fateh Ali Khan,"Tere Bin (From ""Simmba"")","Tere Bin (From ""Simmba"")",64,230948,False,0.649,0.716,7,-3.936,1,0.0384,0.268,4.51e-06,0.603,0.639,86.949,4,pop-film
Shaan,Dil Chahta Hai,Woh Ladki Hai Kahan,62,306133,False,0.786,0.677,8,-8.624,1,0.183,0.172,0.000104,0.0446,0.858,94.985,4,pop-film
Ankit Tiwari,Sanam Teri Kasam (Original Motion Picture Soundtrack),Sanam Teri Kasam,62,314000,False,0.621,0.551,0,-6.871,0,0.0328,0.289,0.0,0.234,0.229,149.958,4,pop-film
Atif Aslam,YRF Top 10 - Falling in Love,Dil Diyan Gallan,64,260536,False,0.717,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.021,4,pop-film
Roop Kumar Rathod,Musical Voice of Roop Kumar Rathod,"To Chalun (From ""Border"")",63,458693,False,0.52,0.766,8,-9.242,0,0.085,0.239,0.00021,0.129,0.714,144.13,4,pop-film
Arijit Singh,"Mitra Re (From ""Runway 34"")","Mitra Re - From ""Runway 34""",63,221936,False,0.394,0.566,7,-7.97,1,0.0278,0.364,1.58e-06,0.0925,0.211,82.188,4,pop-film
Thaman S,Ma Ma Mahesha - Sarkaru Vaari Paata,Ma Ma Mahesha,61,246864,False,0.404,0.89,7,-6.416,0,0.309,0.524,0.000164,0.139,0.73,74.924,4,pop-film
Shreya Ghoshal,Kabir Singh,Yeh Aaina,62,311367,False,0.552,0.428,2,-9.433,1,0.0346,0.607,0.00125,0.115,0.197,131.745,3,pop-film
Amaal Mallik,Hero,O Khuda,62,307451,False,0.358,0.479,4,-5.879,0,0.0286,0.511,9.72e-06,0.435,0.333,121.467,4,pop-film
Arijit Singh,"Mahi Mera Dil (From ""Dhokha Round D Corner"")","Mahi Mera Dil (From ""Dhokha Round D Corner"")",62,180117,False,0.386,0.471,2,-9.65,1,0.0403,0.829,0.0,0.147,0.21,154.039,3,pop-film
Anu Malik,Dum Laga Ke Haisha,Moh Moh Ke Dhaage (Female),63,322899,False,0.585,0.399,2,-8.133,1,0.0286,0.849,3.47e-06,0.123,0.349,128.03,4,pop-film
Diljit Dosanjh,Babe Bhangra Paunde Ne,Hass K Kude,45,144578,False,0.65,0.949,1,-3.061,0,0.167,0.324,0.0,0.04,0.913,83.028,4,pop-film
G. V. Prakash,Aayirathil Oruvan (Original Motion Picture Soundtrack),Un Mela Aasadhaan,62,271746,False,0.732,0.563,10,-10.155,0,0.128,0.191,0.000141,0.0759,0.563,169.943,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Tere Paawan Maa Navratron Mein (From ""Laal Chole Wali"")",21,287649,False,0.333,0.834,8,-4.826,1,0.0615,0.528,0.0,0.576,0.755,157.327,3,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Jagdaati Pahadonwali Maa (From ""Mahima Vaishno Devi Ki"")",11,383469,False,0.358,0.764,8,-3.913,1,0.0338,0.572,5.64e-06,0.378,0.562,74.538,4,pop-film
Atif Aslam,"Darasal (From ""Raabta"")","Darasal (From ""Raabta"")",63,274354,False,0.705,0.422,0,-7.375,1,0.0299,0.793,0.0,0.0895,0.482,117.948,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Dar Chhod Ke Jaaunga Na Maiya (From ""Halwa Poori Baatenge"")",7,242195,False,0.626,0.726,7,-4.139,0,0.03,0.953,0.000416,0.284,0.896,104.33,4,pop-film
Jeet Gannguli,"Khamoshiyan (From ""Khamoshiyan"")","Khamoshiyan (From ""Khamoshiyan"")",63,335709,False,0.524,0.52,2,-6.838,0,0.0272,0.643,0.0,0.158,0.259,143.885,3,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Ab Na Roko Na Roko Maa Ke Dwaar Jaane Do (From ""Maa Ka Dil"")",5,304639,False,0.567,0.862,9,-1.304,1,0.0549,0.621,0.0,0.836,0.88,87.682,4,pop-film
Meet Bros.,Dream Girl,Ik Mulaqaat,63,247812,False,0.634,0.648,3,-6.781,0,0.0412,0.361,0.0,0.619,0.667,95.989,4,pop-film
Himesh Reshammiya,Sanam Teri Kasam (Original Motion Picture Soundtrack),Bewajah,62,308000,False,0.544,0.678,4,-5.195,1,0.0357,0.429,0.0,0.193,0.249,143.956,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Sawan Ki Rut Hai (From ""Meri Maa"")",4,431378,False,0.549,0.838,11,-6.707,0,0.0642,0.688,0.0,0.532,0.835,89.983,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Sone Ke Chhatron Waliye (From ""Mahima Vaishno Devi Ki"")",7,308174,False,0.412,0.741,1,-4.926,0,0.0785,0.907,4.76e-05,0.161,0.719,131.139,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Nanhe Nanhe Paon Mere (From ""Meri Maa"")",4,470251,False,0.663,0.806,0,-7.962,1,0.0623,0.672,1.66e-06,0.904,0.961,93.958,4,pop-film
A.R. Rahman,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),Hosanna,63,330546,False,0.582,0.812,7,-6.147,1,0.0418,0.166,0.00162,0.0407,0.7,86.051,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Patte Patte Mein Hai Basi Mahamaya (From ""Aa Gayi Chitthi Mata Ki"")",3,351225,False,0.567,0.816,11,-4.025,0,0.048,0.789,0.0,0.331,0.899,92.521,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Maa Par Rakhna Vishwas (From ""Maa Ka Bulawa Aaya Hai"")",3,388920,False,0.669,0.661,5,-6.434,0,0.0472,0.679,0.0,0.281,0.696,92.004,4,pop-film
Kishore Kumar,Ajanabee,Ek Ajnabee Haseena Se,62,266145,False,0.331,0.551,6,-8.505,1,0.0379,0.989,0.511,0.564,0.664,97.18,4,pop-film
Sonu Nigam,Devi Bhajan - Sonu Nigam,"Ye Dwara Maa Ka Dwara (From ""Halwa Poori Baatenge"")",3,427418,False,0.48,0.89,7,-4.567,1,0.0666,0.873,0.00312,0.257,0.86,80.212,4,pop-film
Bombay Jayashri,Majunu,Mudher Kanave,62,310706,False,0.692,0.709,2,-10.778,1,0.0502,0.154,1.46e-06,0.167,0.714,102.999,4,pop-film
Unni Menon,Shajahaan,Minnalai Pidithu,62,291015,False,0.681,0.515,7,-11.644,1,0.0745,0.638,1.32e-06,0.175,0.757,141.035,3,pop-film
Zubeen Garg,Gangster,Ya Ali,61,295800,False,0.626,0.774,4,-11.298,0,0.0473,0.185,0.0,0.117,0.782,123.006,4,pop-film
KK,Kites,Dil Kyun Yeh Mera,62,333200,False,0.486,0.382,6,-6.183,1,0.0286,0.613,8.56e-05,0.149,0.164,125.918,3,pop-film
Adnan Sami,Tera Chehra,Tera Chehra,62,392525,False,0.646,0.562,11,-9.157,0,0.0331,0.523,0.0021,0.104,0.488,100.0,1,pop-film
Ankit Tiwari,Roy,Tu Hai Ki Nahi,62,333922,False,0.535,0.754,10,-4.77,0,0.0562,0.458,1.6e-06,0.302,0.435,143.862,4,pop-film
Shaarib Toshi,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),Maahi,62,329106,False,0.463,0.84,9,-4.035,0,0.0955,0.736,0.0,0.351,0.385,153.941,4,pop-film
Ankit Tiwari,Ek Villain,Galliyan,62,340399,False,0.552,0.75,10,-5.215,0,0.039,0.445,7.37e-05,0.291,0.4,89.999,4,pop-film
Diljit Dosanjh,Peaches (feat. Anne-Marie),Peaches (feat. Anne-Marie),63,189882,False,0.633,0.567,4,-7.296,0,0.113,0.386,0.0,0.069,0.353,85.297,4,pop-film
Mithoon,Sanam Re,Sanam Re,63,308714,False,0.581,0.71,7,-4.961,0,0.0374,0.395,0.0,0.137,0.755,111.969,4,pop-film
Atif Aslam,Race 2 (Original Motion Picture Soundtrack),Be Intehaan,63,290867,False,0.56,0.696,7,-5.583,1,0.0473,0.535,0.0,0.325,0.39,128.849,4,pop-film
Mohit Chauhan,Tamasha,Matargashti,62,328052,False,0.792,0.63,0,-6.741,1,0.0682,0.102,0.0,0.0758,0.659,100.022,4,pop-film
Arijit Singh,M.S.Dhoni - The Untold Story,Phir Kabhi,62,287422,False,0.405,0.665,4,-5.498,1,0.0328,0.614,0.0,0.525,0.404,81.921,4,pop-film
Arijit Singh,Aashiqui 2,Aasan Nahin Yahan,62,214470,False,0.549,0.437,10,-7.169,0,0.0263,0.766,0.000407,0.133,0.236,93.976,4,pop-film
Diljit Dosanjh,Chauffeur Capo Remix (feat. Tory Lanez),Chauffeur Capo Remix (feat. Tory Lanez),52,205440,False,0.642,0.747,6,-4.506,1,0.11,0.213,0.0,0.182,0.643,154.239,4,pop-film
Diljit Dosanjh,"Sauda Khara Khara (From ""Good Newwz"")",Sauda Khara Khara,63,211034,False,0.687,0.919,10,-3.28,1,0.0635,0.0939,4.38e-06,0.105,0.877,145.037,4,pop-film
Arijit Singh,Love Dose Arijit Singh,"Tose Naina (From ""Mickey Virus)",63,263549,False,0.523,0.561,4,-6.474,1,0.0329,0.426,0.0,0.109,0.31,139.885,4,pop-film
Neeti Mohan,Padmaavat,Nainowale Ne,63,175821,False,0.602,0.513,1,-7.953,0,0.0287,0.563,0.0,0.161,0.6,96.96,4,pop-film
Sohail Sen,Mere Brother Ki Dulhan,Isq Risk,62,295079,False,0.846,0.634,10,-7.753,0,0.0432,0.122,0.0,0.146,0.944,104.964,4,pop-film
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Sajdaa,63,365706,False,0.469,0.737,8,-7.274,1,0.0762,0.725,0.00272,0.0655,0.572,79.545,4,pop-film
KK,Bajrangi Bhaijaan,Tu Jo Mila,62,242864,False,0.576,0.591,0,-7.725,1,0.0332,0.795,6.85e-05,0.266,0.478,124.013,4,pop-film
Armaan Malik,"Dil Mein Ho Tum (From ""Cheat India"")","Dil Mein Ho Tum (From ""Cheat India"")",62,326765,False,0.608,0.653,8,-7.573,0,0.0427,0.507,0.000243,0.107,0.423,86.933,4,pop-film
Vishal-Shekhar,Vikram Vedha,Alcoholia,40,231022,False,0.774,0.584,11,-7.89,0,0.107,0.231,0.0,0.198,0.444,132.0,4,pop-film
Diljit Dosanjh,MoonChild Era,Champagne,62,182000,False,0.757,0.588,10,-6.383,0,0.12,0.252,0.0,0.0701,0.344,84.968,4,pop-film
Amit Trivedi,Dear Zindagi (Original Motion Picture Soundtrack),Tu Hi Hai,62,199643,False,0.707,0.501,4,-7.389,1,0.0372,0.387,1.81e-06,0.095,0.542,93.978,4,pop-film
Vishal-Shekhar,Vikram Vedha,Oo Saahiba,39,234126,False,0.673,0.333,0,-9.737,1,0.0342,0.798,1.61e-05,0.106,0.365,129.957,1,pop-film
Santhosh Narayanan,Manithan (Original Motion Picture Soundtrack),Aval,61,266639,False,0.324,0.457,2,-8.683,1,0.0336,0.271,2.65e-05,0.433,0.225,99.902,4,pop-film
Shafqat Amanat Ali,Yaariyan,Allah Waariyan,62,314522,False,0.483,0.781,4,-5.926,1,0.0445,0.349,0.0,0.126,0.801,83.782,4,pop-film
Pankaj Udhas,Mohra (With Jhankar Beats) [Original Motion Picture Soundtrack],"Na Kajare Ki Dhar, Pt. 1 (With Jhankar Beats)",62,76040,False,0.485,0.345,3,-8.763,1,0.0284,0.759,0.0,0.381,0.411,108.407,4,pop-film
Shreya Ghoshal,Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack),Nagada Sang Dhol,61,273256,False,0.743,0.921,3,-5.005,0,0.133,0.289,0.0064,0.0402,0.686,113.3,3,pop-film
Tulsi Kumar,Tere Naal,Tere Naal,62,198344,False,0.315,0.491,11,-7.0,1,0.0311,0.748,0.0,0.128,0.245,109.966,4,pop-film
Haricharan,Thallumaala,"Ole Melody - From ""Thallumaala""",61,242005,False,0.752,0.452,0,-11.4,1,0.35,0.142,0.000184,0.235,0.842,99.74,4,pop-film
Thaman S,Osthe (Original Motion Picture Soundtrack),Kalasala Kalasala,62,251813,False,0.69,0.895,11,-7.328,0,0.17,0.68,0.0282,0.228,0.835,154.928,4,pop-film
Diljit Dosanjh,Babe Bhangra Paunde Ne,Nazarey,41,145909,False,0.637,0.891,9,-4.167,1,0.188,0.113,0.0,0.131,0.612,175.94,4,pop-film
Sunidhi Chauhan,Aiyaary (Original Motion Picture Soundtrack),Lae Dooba,63,229877,False,0.569,0.297,6,-8.639,1,0.0292,0.879,0.0,0.0938,0.466,89.96,4,pop-film
A.R. Rahman,Achcham Yenbadhu Madamaiyada (Original Motion Picture Soundtrack),Thalli Pogathey,62,268055,False,0.582,0.748,9,-6.029,0,0.0349,0.108,0.0,0.0909,0.148,98.228,3,pop-film
Kishore Kumar,Audiobiography - Kishore Kumar,Saagar Jaisi Aankhonwali - Saagar / Soundtrack Version,62,302146,False,0.554,0.47,9,-8.698,0,0.0313,0.545,0.0,0.161,0.386,111.82,4,pop-film
Meet Bros.,Love Forever With Arijit Singh,"Ijazat (From ""One Night Stand"")",62,288964,False,0.519,0.463,6,-8.88,0,0.0264,0.327,0.0,0.106,0.224,94.965,4,pop-film
Haricharan,Thottal Poo Malarum,Arabu Naadu,61,322013,False,0.745,0.46,5,-9.92,0,0.0614,0.0952,1.06e-06,0.0751,0.802,84.994,4,pop-film
Harris Jayaraj,7 Aum Arivu (Original Motion Picture Soundtrack),Yamma Yamma,61,366506,False,0.581,0.431,2,-10.364,1,0.0353,0.699,4.65e-05,0.134,0.446,88.809,4,pop-film
Santhosh Narayanan,Kaala (Tamil) (Original Motion Picture Soundtrack),Kannamma,62,289853,False,0.585,0.271,4,-12.56,0,0.0413,0.744,0.00137,0.168,0.438,124.895,3,pop-film
A.R. Rahman,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),Anbil Avan,63,251973,False,0.731,0.901,8,-5.881,1,0.0308,0.231,0.0254,0.0577,0.944,133.039,4,pop-film
Harish Raghavendra,Shajahaan,Melliname,61,326008,False,0.662,0.4,9,-11.244,1,0.0651,0.568,5.99e-05,0.0682,0.541,91.936,4,pop-film
Harris Jayaraj,Anegan (Original Motion Picture Soundtrack),Thodu Vaanam,61,315213,False,0.628,0.551,0,-6.841,0,0.0612,0.394,0.0,0.178,0.385,136.899,4,pop-film
Harish Raghavendra,Lesa Lesa,Yedho Ondru,61,336962,False,0.709,0.535,9,-8.152,0,0.0357,0.164,0.0,0.0877,0.749,99.965,4,pop-film
Javed Ali,Ghajini,Guzarish,62,327029,False,0.595,0.624,9,-10.943,0,0.0603,0.0925,0.0,0.114,0.647,170.001,4,pop-film
Mohit Chauhan,Delhi-6,Masakali,62,288647,False,0.678,0.622,5,-7.988,0,0.0695,0.138,2.32e-06,0.122,0.535,100.005,4,pop-film
Ajay-Atul,"Sapna Jahan (From ""Brothers"")","Sapna Jahan (From ""Brothers"")",61,341780,False,0.471,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107,4,pop-film
Tulsi Kumar,Aashiqui 2,Piya Aaye Na,61,286120,False,0.5,0.588,4,-7.66,0,0.0362,0.641,4.52e-05,0.327,0.35,81.973,4,pop-film
Sunidhi Chauhan,Ishq Samundar Remix,Ishq Samundar Remix,33,236003,False,0.472,0.9,11,-1.178,0,0.0737,0.167,1.63e-06,0.277,0.594,101.789,4,pop-film
Arijit Singh,1920 Evil Returns,Uska Hi Banana,61,327029,False,0.563,0.689,0,-4.294,0,0.0262,0.294,0.0,0.288,0.321,101.94,4,pop-film
G. V. Prakash,"Yaerumayileri (From ""Sardar"")","Yaerumayileri (From ""Sardar"")",55,251988,False,0.583,0.616,7,-9.486,1,0.243,0.201,2.32e-06,0.0367,0.719,103.466,3,pop-film
Atif Aslam,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),Rang Jo Lagyo,61,296160,False,0.479,0.663,2,-6.314,1,0.0489,0.0987,0.0,0.216,0.379,158.107,4,pop-film
Jatin-Lalit,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,64,297866,False,0.547,0.554,7,-11.165,1,0.0374,0.602,0.000155,0.0735,0.848,91.386,4,pop-film
Shankar Mahadevan,"Vande Mataram (From ""Code Name Tiranga"")","Vande Mataram (From ""Code Name Tiranga"")",43,252145,False,0.473,0.552,0,-7.568,1,0.0486,0.486,0.0,0.143,0.187,76.053,4,pop-film
Jatin-Lalit,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),Bole Chudiyan,65,408133,False,0.59,0.875,5,-5.294,1,0.171,0.45,1.16e-05,0.164,0.737,96.915,4,pop-film
Jatin-Lalit,Mohabbatein,Aankhein Khuli,62,422713,False,0.792,0.635,7,-13.94,0,0.0863,0.349,5.92e-06,0.324,0.648,122.004,4,pop-film
Shaarib Toshi,Zid (Original Motion Picture Soundtrack),Mareez - E - Ishq,61,291148,False,0.526,0.63,7,-6.46,1,0.0557,0.487,4.85e-06,0.102,0.614,158.063,4,pop-film
Shreya Ghoshal,Rab Ne Bana Di Jodi (Original),Tujh Mein Rab Dikhta Hai - Ii,63,101799,False,0.334,0.3,2,-12.359,0,0.0377,0.863,1.62e-06,0.195,0.158,147.076,4,pop-film
Nakash Aziz,Pushpa - The Rise,Eyy Bidda Idhi Naa Adda,61,236057,False,0.728,0.861,0,-5.852,1,0.165,0.2,0.00106,0.0256,0.662,87.467,4,pop-film
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,62,278546,False,0.522,0.74,0,-7.018,1,0.0465,0.558,0.0,0.144,0.732,92.618,4,pop-film
Shankar Mahadevan,Shiv Tandav Stotram,Shiv Tandav Stotram,61,553430,False,0.531,0.811,2,-5.474,1,0.0418,0.44,0.0,0.195,0.451,149.897,4,pop-film
Kumar Sanu,Kuch Kuch Hota Hai,Ladki Badi Anjani Hai,63,381706,False,0.637,0.774,7,-9.327,1,0.056,0.522,0.0001,0.0901,0.731,121.108,4,pop-film
Meet Bros.,Befikra,Befikra,61,351578,False,0.6,0.979,10,-3.513,1,0.243,0.138,0.0,0.1,0.453,137.06,4,pop-film
Shankar-Ehsaan-Loy,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Zinda,61,211120,False,0.603,0.708,4,-7.047,0,0.0379,0.000173,3.36e-06,0.158,0.611,105.046,4,pop-film
Vishal-Shekhar,Salaam Namaste,My Dil Goes Mmmm,62,452832,False,0.693,0.797,6,-7.392,0,0.0704,0.343,0.00125,0.0673,0.706,90.997,4,pop-film
Atif Aslam,Genius (Original Motion Picture Soundtrack),Dil Meri Na Sune,62,236000,False,0.574,0.729,9,-4.2,1,0.0473,0.349,1.85e-06,0.664,0.47,163.748,4,pop-film
Mithoon,Romantic Mashup 2,Romantic Mashup 2,64,325172,False,0.508,0.761,8,-5.118,0,0.0422,0.0933,2e-06,0.268,0.339,100.011,4,pop-film
A.R. Rahman,Raanjhanaa (Original Motion Picture Soundtrack),Nazar Laaye - Reprise,61,235973,False,0.666,0.439,4,-11.383,1,0.027,0.287,0.00417,0.121,0.417,87.997,4,pop-film
Arijit Singh,Ultimate Love Songs - Arijit Singh,"Saware (From ""Phantom"")",62,321613,False,0.499,0.683,6,-6.373,0,0.0334,0.703,0.00161,0.0749,0.295,134.95,4,pop-film
Mithoon,Shivaay,"Bolo Har Har Har (feat. Mohit Chauhan, Sukhwinder Singh, Badshah, Megha Sriram Dalton, Anugrah, Sandeep Shrivastava)",61,294331,False,0.598,0.813,9,-6.107,1,0.066,0.278,0.0,0.109,0.311,140.101,4,pop-film
Thaman S,"Excuse Me Rakshasi (From ""Ninu Veedani Needanu Nene"")","Excuse Me Rakshasi - From ""Ninu Veedani Needanu Nene""",60,228131,False,0.635,0.661,9,-9.085,0,0.0681,0.425,0.000272,0.116,0.211,182.008,4,pop-film
Kishore Kumar,Kati Patang,Yeh Sham Mastani,61,276855,False,0.447,0.476,6,-11.007,1,0.0343,0.891,0.0,0.323,0.563,116.187,4,pop-film
Unni Menon,Roja,Pudhu Vellai Mazhai,61,313028,False,0.626,0.414,0,-9.245,1,0.0426,0.416,2.14e-05,0.117,0.15,61.016,4,pop-film
Mohammed Rafi,Audiobiography,"Maine Poochha Chand Se - From ""Abdullah""",61,307373,False,0.455,0.418,1,-8.018,1,0.0319,0.648,0.0,0.0809,0.284,130.787,3,pop-film
Hariharan,Hits Of Vairamuthu,"Vennilavae (From ""Minsara Kanavu"")",60,351720,False,0.639,0.309,6,-12.061,1,0.0316,0.422,0.0,0.175,0.622,91.039,4,pop-film
Harris Jayaraj,Surya S/o Krishnan (Original Motion Picture Soundtrack),Naaloney Pongaynu,61,372600,False,0.714,0.495,9,-7.226,1,0.0361,0.328,0.0,0.104,0.238,114.979,4,pop-film
Armaan Malik,2016 Shinning Star - Armaan Malik,"Bol Do Na Zara (From ""Azhar"")",61,292826,False,0.545,0.472,11,-8.259,0,0.0311,0.294,0.0,0.0871,0.195,129.988,3,pop-film
A.R. Rahman,O Kadhal Kanmani (Original Motion Picture Soundtrack),Mental Manadhil,61,205759,False,0.568,0.886,6,-7.983,0,0.081,0.0123,3.4e-05,0.361,0.846,160.054,4,pop-film
Ghibran,Papanasam (Original Motion Picture Soundtrack),Yeya En Kottikkaaraa,61,308346,False,0.551,0.413,0,-7.719,1,0.0315,0.684,2.43e-06,0.111,0.391,179.979,3,pop-film
Ghibran,Maara (Original Motion Picture Soundtrack),Yaar Azhaippadhu,61,250325,False,0.626,0.525,10,-7.417,1,0.0338,0.675,0.0,0.0645,0.45,114.921,3,pop-film
Rekha Bhardwaj,Delhi-6,Genda Phool,61,168240,False,0.734,0.355,10,-10.605,0,0.083,0.296,0.000135,0.124,0.584,193.922,4,pop-film
Arijit Singh,Raaz Reboot,Lo Maan Liya,60,300274,False,0.568,0.55,11,-6.172,0,0.0262,0.728,3.62e-05,0.251,0.436,110.079,4,pop-film
Atif Aslam,Kalyug,Aadat,60,333740,False,0.63,0.746,0,-6.551,0,0.0398,0.175,0.000836,0.271,0.34,102.954,4,pop-film
Adnan Sami,Salaam-E-Ishq,Dil Kya Kare,61,327880,False,0.76,0.547,7,-9.386,1,0.0351,0.0957,1.04e-05,0.12,0.667,95.023,4,pop-film
Ali Zafar,Jhoom,Jhoom,61,389213,False,0.734,0.529,0,-10.198,1,0.0346,0.392,0.0,0.11,0.58,128.022,4,pop-film
Arijit Singh,"Tera Hua (From ""Cash"")","Tera Hua (From ""Cash"")",61,253500,False,0.473,0.435,11,-5.305,1,0.0286,0.724,0.0,0.209,0.362,147.803,3,pop-film
Arijit Singh,Jackpot,Kabhi Jo Baadal Barse,61,254300,False,0.451,0.449,0,-6.702,0,0.0293,0.261,0.0,0.143,0.217,149.768,4,pop-film
Ash King,Bang Bang (Original Motion Picture Soundtrack),Meherbaan,61,307407,False,0.59,0.531,9,-8.677,0,0.0471,0.628,3.88e-06,0.499,0.482,80.976,4,pop-film
Vishal-Shekhar,Sultan,Bulleya,61,357067,False,0.675,0.579,4,-11.976,1,0.0308,0.369,3.38e-06,0.118,0.724,97.01,4,pop-film
KK,Rehnaa Hai Terre Dil Mein,Such Keh Raha Hai,60,328880,False,0.797,0.306,11,-14.176,0,0.0487,0.337,0.0,0.169,0.519,124.003,4,pop-film
Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Tumhi Dekho Naa,61,347453,False,0.525,0.448,2,-10.365,0,0.0391,0.572,1.51e-05,0.107,0.356,81.131,4,pop-film
Ankit Tiwari,Best Of Shraddha Kapoor,"Galliyan (From ""Ek Villain"")",62,340399,False,0.552,0.75,10,-5.215,0,0.039,0.445,7.37e-05,0.291,0.4,89.999,4,pop-film
Rahat Fateh Ali Khan,Anjaana Anjaani,Aas Paas Khuda,61,319115,False,0.556,0.706,5,-5.709,1,0.0336,0.335,1.8e-06,0.137,0.726,80.008,4,pop-film
Arijit Singh,Gabbar Is Back,Teri Meri Kahaani,61,331443,False,0.601,0.802,3,-6.537,0,0.0372,0.158,1.45e-06,0.314,0.345,109.989,4,pop-film
Amaal Mallik,"Jaan Hai Meri (From ""Radhe Shyam"")","Jaan Hai Meri (From ""Radhe Shyam"")",60,274947,False,0.536,0.623,7,-7.856,1,0.0743,0.693,2.04e-06,0.137,0.398,79.915,4,pop-film
KK,Race 2 (Original Motion Picture Soundtrack),Party On My Mind,61,222133,False,0.715,0.864,11,-5.013,0,0.0751,0.0188,0.0,0.719,0.57,122.016,4,pop-film
Arijit Singh,"Desh Mere (From ""Bhuj The Pride Of India"")","Desh Mere (From ""Bhuj The Pride Of India"")",60,203186,False,0.406,0.504,3,-7.444,1,0.0646,0.537,0.0,0.109,0.495,77.796,4,pop-film
Sunidhi Chauhan,"Halka Halka (From ""Fanney Khan"")","Halka Halka (From ""Fanney Khan"")",61,247381,False,0.691,0.796,7,-4.778,1,0.0387,0.0495,0.0,0.333,0.541,127.985,4,pop-film
Sunidhi Chauhan,Tees Maar Khan,Sheila Ki Jawani,63,281707,False,0.803,0.859,6,-4.405,0,0.185,0.305,6.18e-05,0.553,0.631,101.007,4,pop-film
Diljit Dosanjh,MoonChild Era,Vibe,62,155250,False,0.706,0.632,1,-7.172,1,0.0705,0.00713,0.0,0.129,0.625,87.993,4,pop-film
Atif Aslam,Tu Jaane Naa (Lofi Mix),Tu Jaane Naa (Lofi Mix),61,338875,False,0.518,0.719,7,-4.863,1,0.0414,0.574,6.97e-05,0.22,0.286,115.032,4,pop-film
Tulsi Kumar,Aashiqui 2,Hum Mar Jayenge,60,306511,False,0.568,0.508,9,-7.553,1,0.0333,0.737,0.0,0.103,0.685,86.03,4,pop-film
Atif Aslam,A Flying Jatt,Toota Jo Kabhi Tara,61,305014,False,0.443,0.674,9,-6.302,0,0.0358,0.424,3.15e-05,0.121,0.219,139.906,4,pop-film
Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),Vele,61,230546,False,0.833,0.754,2,-7.555,1,0.0513,0.0166,0.0,0.246,0.65,108.001,4,pop-film
Arijit Singh,Ultimate Love Songs - Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")",62,261974,False,0.529,0.451,5,-6.25,0,0.025,0.788,0.0,0.122,0.309,94.054,4,pop-film
A.R. Rahman,I - Manoharudu (Original Motion Picture Soundtrack),Nuvvunte Naa Jathagaa,61,352613,False,0.45,0.686,0,-4.111,1,0.0361,0.126,0.0,0.147,0.208,78.973,4,pop-film
