Artists1,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Arijit Singh,Groove With Arijit Singh,"Sooraj Dooba Hain (From ""Roy"")",62,264854,False,0.616,0.75,2,-4.629,1,0.0594,0.172,0.0,0.137,0.434,128.051,4,pop-film
Vijay,Kaththi (Original Motion Picture Soundtrack),Selfie Pulla,59,293000,False,0.714,0.959,8,-2.906,0,0.176,0.36,0.0,0.306,0.775,129.009,4,pop-film
Karthik,Ghajini (Original Motion Picture Soundtrack),Oru Maalai,60,354240,False,0.805,0.742,0,-6.366,0,0.0396,0.0578,0.000482,0.361,0.717,111.981,4,pop-film
Jatin-Lalit,Kabhi Haan Kabhi Naa (Original Motion Picture Soundtrack),Ae Kash Ke Hum,61,310426,False,0.364,0.687,0,-7.967,1,0.0571,0.656,0.0,0.175,0.663,161.008,3,pop-film
Amit Trivedi,Celebrate Kai Po Che (Original Motion Picture Soundtrack),Shubhaarambh,61,232533,False,0.484,0.545,10,-6.607,1,0.0485,0.2,0.0,0.188,0.575,114.989,4,pop-film
Santhosh Narayanan,Mahaan (Original Motion Picture Soundtrack),Evanda Enakku Custody,60,212857,False,0.656,0.797,1,-4.678,1,0.414,0.0148,3.97e-05,0.0626,0.859,102.142,4,pop-film
Asha Bhosle,Yaadon Ki Baaraat,Chura Liya Hai Tumne Jo Dil Ko,61,287840,False,0.56,0.318,9,-11.106,0,0.0317,0.857,1.88e-06,0.11,0.684,80.238,4,pop-film
Unnikrishnan,Jeans (Original Motion Picture Soundtrack),Poovukkul,61,413425,False,0.755,0.517,7,-9.557,1,0.0283,0.115,1.83e-06,0.109,0.292,104.015,4,pop-film
Diljit Dosanjh,Drive Thru,Red Chilli,62,152500,False,0.81,0.784,10,-7.077,0,0.192,0.037,0.0,0.0631,0.763,88.004,4,pop-film
Hariharan,Ayan,Pala Pala,60,325363,False,0.742,0.867,5,-7.697,1,0.0361,0.134,4.98e-06,0.153,0.757,129.987,4,pop-film
Mukesh,Kabhi Kabhie,Main Pal Do Pal Ka Shair Hoon,60,204040,False,0.565,0.334,4,-13.626,1,0.0309,0.85,0.0,0.632,0.64,124.193,4,pop-film
Meet Bros.,Best Of Arijit Singh - Revisited,"Girl I Need You (From ""Baaghi"")",61,297752,False,0.647,0.537,0,-7.486,1,0.0258,0.368,0.0,0.213,0.185,131.927,4,pop-film
Unni Menon,Uyire (Original Motion Picture Soundtrack),Poongatrile,59,340610,False,0.743,0.335,11,-13.506,0,0.0377,0.25,0.0,0.131,0.574,121.968,4,pop-film
Karthik,Unnale Unnale,Unnaale Unnaale,60,283373,False,0.784,0.629,10,-9.754,0,0.0424,0.364,2.4e-06,0.0941,0.843,101.016,4,pop-film
A.R. Rahman,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),Mannipaaya,61,416320,False,0.389,0.485,3,-8.961,1,0.0348,0.7,3.28e-05,0.122,0.249,175.991,4,pop-film
Arijit Singh,Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack),Laal Ishq,59,387169,False,0.512,0.67,3,-5.792,1,0.027,0.034,0.0,0.309,0.446,105.957,4,pop-film
Arijit Singh,Kabir Singh,Bekhayali (Arijit Singh Version),60,370444,False,0.29,0.58,9,-4.767,0,0.0434,0.491,0.0,0.243,0.353,172.396,3,pop-film
Lucky Ali,Kaho Naa Pyar Hai,Na Tum Jano Na Hum,59,383213,False,0.507,0.519,9,-11.197,1,0.0451,0.325,0.00062,0.0566,0.584,179.461,4,pop-film
Javed Ali,Raaz 3,Deewana Kar Raha Hai,60,338922,False,0.538,0.736,11,-6.113,0,0.109,0.37,0.0,0.124,0.644,147.89,4,pop-film
Amit Trivedi,Aisha (Original Motion Picture Soundtrack),Sham,60,284626,False,0.722,0.288,4,-10.767,1,0.0444,0.827,1.06e-05,0.12,0.502,119.899,4,pop-film
Lata Mangeshkar,Silsila,Dekha Ek Khwab,59,320733,False,0.367,0.299,4,-14.557,1,0.0597,0.941,0.00402,0.423,0.383,147.363,3,pop-film
Tulsi Kumar,Is Qadar,Is Qadar,60,226313,False,0.671,0.904,6,-2.736,0,0.0506,0.514,3.23e-05,0.0642,0.811,90.971,4,pop-film
Sonu Nigam,Main Hoon Na,Main Hoon Na,61,361066,False,0.48,0.681,5,-8.002,1,0.163,0.284,0.0,0.125,0.74,88.003,4,pop-film
A.R. Rahman,Ekk Deewana Tha (Original Motion Picture Soundtrack),Hosanna,60,331400,False,0.571,0.802,7,-7.201,1,0.0391,0.28,6.43e-05,0.0497,0.596,85.97,4,pop-film
Sooraj Santhosh,Kumbalangi Nights (Original Motion Picture Soundtrack),Uyiril Thodum,59,234929,False,0.66,0.411,4,-9.356,0,0.0308,0.719,0.000218,0.0956,0.275,107.895,4,pop-film
Neha Kakkar,La La La,La La La,60,192000,False,0.774,0.781,10,-4.426,1,0.104,0.341,0.0,0.111,0.469,100.017,4,pop-film
A.R. Rahman,Rockstar,Nadaan Parinde,60,384000,False,0.507,0.741,6,-7.456,0,0.0535,0.414,3.95e-06,0.107,0.492,132.903,4,pop-film
Rahat Fateh Ali Khan,Kalyug,Jiya Dhadak Dhadak Jaye,60,319480,False,0.677,0.533,0,-9.741,1,0.0343,0.157,5.92e-05,0.121,0.398,119.954,4,pop-film
Udit Narayan,Darr,Jaadu Teri Nazar,60,279909,False,0.604,0.689,6,-13.12,0,0.0459,0.401,4.45e-05,0.104,0.673,87.838,4,pop-film
Rahat Fateh Ali Khan,Namastey London (Original Motion Picture Soundtrack),Main Jahaan Rahoon,60,382493,False,0.446,0.561,5,-8.987,1,0.0591,0.363,2.4e-05,0.128,0.524,102.669,4,pop-film
Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),Maahi Ve,63,366853,False,0.815,0.833,7,-6.117,0,0.0769,0.0297,2e-05,0.33,0.563,99.989,4,pop-film
Santhosh Narayanan,"Dhoom Dhaam (From ""Dasara"") - Telugu",Dhoom Dhaam,59,242019,False,0.595,0.895,1,-5.218,1,0.422,0.499,4.7e-05,0.0959,0.874,97.43,4,pop-film
Rahat Fateh Ali Khan,Meray Paas Tum Ho,Meray Paas Tum Ho,61,301348,False,0.352,0.431,7,-7.612,1,0.0366,0.756,0.0,0.146,0.237,131.912,3,pop-film
Hariharan,Alaipayuthey,Pachai Nirame,59,358626,False,0.64,0.399,1,-16.304,0,0.0392,0.427,0.00241,0.381,0.579,87.972,4,pop-film
G. V. Prakash,"Senaathipathi Nene [From ""Sardar (Telugu)""]","Senaathipathi Nene (From ""Sardar (Telugu)"")",48,251988,False,0.597,0.627,0,-10.63,0,0.183,0.195,2.68e-05,0.0614,0.711,103.508,3,pop-film
Shreya Ghoshal,Singham,Saathiyaa,60,310924,False,0.548,0.733,2,-6.634,1,0.0654,0.574,5.29e-06,0.182,0.574,86.96,4,pop-film
Shreya Ghoshal,Happy New Year,Manwa Laage,60,272082,False,0.676,0.671,0,-6.271,1,0.0526,0.568,0.0,0.0885,0.572,81.046,4,pop-film
Armaan Malik,Tholi Prema,Ninnila,60,234883,False,0.699,0.467,6,-6.363,1,0.0298,0.505,2.5e-06,0.152,0.277,128.989,4,pop-film
Jeet Gannguli,"Hamari Adhuri Kahani (Title Track) [From ""Hamari Adhuri Kahani""]","Hamari Adhuri Kahani (Title Track) [From ""Hamari Adhuri Kahani""]",60,398799,False,0.223,0.359,0,-7.569,1,0.0312,0.845,0.0,0.133,0.193,73.059,4,pop-film
Armaan Malik,M.S.Dhoni - The Untold Story,Besabriyaan,60,255738,False,0.338,0.459,2,-8.827,1,0.027,0.533,1.33e-05,0.22,0.32,81.203,4,pop-film
Mohit Chauhan,Heropanti,Rabba,60,293209,False,0.292,0.766,11,-5.206,1,0.0563,0.197,0.0,0.243,0.468,82.305,4,pop-film
Shaan,3 Idiots (Original Motion Picture Soundtrack),Behti Hawa Sa Tha Woh,60,302142,False,0.623,0.474,0,-10.532,1,0.0382,0.384,2.39e-05,0.0931,0.379,139.981,4,pop-film
Karthik,Ayan,Vizhi Moodi,60,332266,False,0.739,0.375,7,-9.36,0,0.0541,0.119,0.0,0.0863,0.581,90.952,4,pop-film
Haricharan,Love Story,Ay Pilla - Telugu,59,253773,False,0.504,0.554,1,-12.085,1,0.0356,0.347,1.36e-05,0.0963,0.386,140.005,4,pop-film
Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),Engeyum Kaadhal,59,330200,False,0.739,0.343,8,-7.831,1,0.0286,0.306,4.85e-05,0.0801,0.29,119.958,4,pop-film
Unnikrishnan,Rhythm,Kaattrae En Vaasal - Wind,59,378560,False,0.613,0.396,10,-14.281,0,0.0391,0.209,0.000674,0.189,0.459,172.016,4,pop-film
Harris Jayaraj,"Oru Manam (From ""Dhruva Natchathiram"")","Oru Manam (From ""Dhruva Natchathiram"")",59,340254,False,0.641,0.474,2,-8.974,1,0.034,0.457,2.54e-06,0.106,0.588,76.006,4,pop-film
Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),Adiyae Kolluthey,60,315546,False,0.719,0.645,2,-7.017,1,0.0343,0.171,1.12e-05,0.0934,0.711,118.983,4,pop-film
Shankar Mahadevan,Indru Netru Naalai (Original Motion Picture Soundtrack),Indru Netru Naalai,60,185216,False,0.536,0.591,0,-5.377,0,0.0292,0.463,0.0,0.133,0.347,128.056,4,pop-film
Amit Trivedi,Moti Veraana (From Songs of Faith),Moti Veraana (From Songs of Faith),59,256399,False,0.71,0.783,10,-6.739,1,0.075,0.269,3.31e-05,0.0842,0.624,112.503,3,pop-film
G. V. Prakash,Anandha Thaandavam (Original Motion Picture Soundtrack),Kanaa Kaangiren,59,345560,False,0.47,0.808,9,-3.518,0,0.12,0.0803,0.00903,0.0765,0.549,119.963,4,pop-film
A.R. Rahman,Jodhaa Akbar (Tamil) [Original Motion Picture Soundtrack],Muzumathi,60,312453,False,0.708,0.325,2,-11.414,1,0.0369,0.819,1.42e-06,0.0827,0.567,137.814,4,pop-film
Shankar Mahadevan,Hits of Shankar Mahadevan,"Merke Merke ( From"" Kanda Naal Mudhalai"")",60,307720,False,0.682,0.608,5,-9.902,0,0.0436,0.425,3.69e-05,0.122,0.536,79.981,4,pop-film
C. Sathya,Nedunchalai (Original Motion Picture Soundtrack),Thamirabarani,60,295772,False,0.821,0.539,11,-8.537,0,0.0485,0.0401,2.48e-05,0.14,0.624,112.008,4,pop-film
A.R. Rahman,Guru (Original Motion Picture Soundtrack),Aaruyire,60,308786,False,0.746,0.803,9,-3.813,1,0.0366,0.275,1.7e-05,0.0741,0.831,144.024,4,pop-film
Abhijeet,Sensational Duets (Abhijeet & Alka Yagnik),"Waada Raha Sanam (From ""Khiladi"")",60,367934,False,0.578,0.626,0,-8.722,1,0.0411,0.772,0.000639,0.111,0.779,125.956,4,pop-film
Jeet Gannguli,Citylights (Original Motion Picture Soundtrack),Muskurane - Romantic,60,334331,False,0.567,0.577,11,-6.197,0,0.0264,0.628,0.0,0.132,0.217,101.99,4,pop-film
Rahat Fateh Ali Khan,Qalandar (Original Score),Qalandar (Original Score),33,289301,False,0.592,0.629,7,-6.344,1,0.0359,0.779,7.6e-06,0.0888,0.62,149.946,4,pop-film
Diljit Dosanjh,G.O.A.T.,Clash,60,176385,False,0.693,0.593,9,-8.506,0,0.217,0.0187,1.09e-06,0.407,0.688,165.924,4,pop-film
Himesh Reshammiya,Aksar,Jhalak Dikhla Ja,59,317560,False,0.688,0.737,2,-10.051,1,0.0443,0.015,0.00025,0.0599,0.635,110.969,4,pop-film
A.R. Rahman,Saathiya,Saathiya,59,357433,False,0.462,0.457,1,-15.251,0,0.106,0.186,0.0,0.334,0.535,175.94,4,pop-film
Atif Aslam,Kismat Konnection (Original Motion Picture Soundtrack),Bakhuda Tumhi Ho,60,292493,False,0.322,0.752,2,-3.457,1,0.0422,0.633,0.0,0.129,0.502,126.967,4,pop-film
Meet Bros.,"Kinna Sona (From ""Marjaavaan"")","Kinna Sona (From ""Marjaavaan"")",59,273925,False,0.533,0.723,3,-4.301,0,0.0614,0.283,0.0,0.0678,0.591,97.848,4,pop-film
Neha Kakkar,"Ek Toh Kum Zindagani (From ""Marjaavaan"")","Ek Toh Kum Zindagani (From ""Marjaavaan"")",60,190345,False,0.668,0.965,7,-2.293,1,0.091,0.0579,0.000867,0.0566,0.722,128.012,4,pop-film
Mithoon,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]","Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",60,340671,False,0.285,0.238,5,-9.623,0,0.0375,0.663,9.23e-06,0.0793,0.213,179.918,4,pop-film
A.R. Rahman,Lagaan (Original Motion Picture Soundtrack),Radha Kaise Na Jale,59,334706,False,0.729,0.505,7,-9.236,1,0.323,0.229,0.0,0.0975,0.723,148.435,3,pop-film
Rahat Fateh Ali Khan,Rishte Naate (LO-FI Remix),Rishte Naate - LO-FI Remix,1,264892,False,0.569,0.75,11,-4.851,1,0.335,0.688,8.4e-06,0.115,0.522,155.904,4,pop-film
Kumar Sanu,Main Khiladi Tu Anari (Original Motion Picture Soundtrack),Chura Ke Dil Mera,60,474653,False,0.613,0.696,8,-9.486,0,0.0504,0.136,0.00222,0.053,0.874,122.056,4,pop-film
Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),Manchala,60,227506,False,0.365,0.649,11,-5.295,0,0.0408,0.151,0.0,0.121,0.453,78.398,4,pop-film
Hariharan,Theri (Original Motion Picture Soundtrack),En Jeevan,59,320234,False,0.393,0.29,7,-9.136,0,0.0385,0.552,3.84e-06,0.54,0.296,179.779,3,pop-film
Sahir Ali Bagga,"Yeh Mumkin To Nahi (From ""Bud Gumaan"")","Yeh Mumkin To Nahi - From ""Bud Gumaan""",59,266004,False,0.486,0.446,7,-12.511,0,0.046,0.619,0.0,0.533,0.46,149.94,4,pop-film
A.R. Rahman,Kadal (Original Motion Picture Soundtrack),Moongil Thottam,59,275093,False,0.501,0.371,7,-11.093,1,0.0291,0.891,0.000114,0.101,0.286,129.871,3,pop-film
Udit Narayan,Loveyatri - A Journey Of Love,Dholida,60,216251,False,0.546,0.945,1,-3.031,1,0.213,0.144,0.0,0.0909,0.914,124.524,4,pop-film
Ali Zafar,"London, Paris, New York (Original Motion Picture Soundtrack)",Voh Dekhnay Mein,59,272453,False,0.815,0.421,0,-8.125,1,0.0352,0.491,4.41e-06,0.117,0.543,140.01,4,pop-film
Vishal-Shekhar,Student of the Year 2,The Jawaani Song,60,253160,False,0.71,0.801,7,-4.845,1,0.0896,0.0728,0.0,0.0744,0.845,145.102,4,pop-film
Arijit Singh,Arijit Singh Broken Strings,"Uska Hi Banana (From ""1920 Evil Returns"")",60,327029,False,0.563,0.689,0,-4.294,0,0.0262,0.294,0.0,0.288,0.321,101.94,4,pop-film
Arko,Kesari,Teri Mitti,59,313999,False,0.332,0.422,3,-5.414,1,0.0449,0.865,0.0,0.0763,0.217,74.315,4,pop-film
Mukesh,Kabhi Kabhie,Kabhi Kabhi Mere Dil Mein Duet,59,298579,False,0.502,0.315,4,-10.438,1,0.0318,0.979,5.7e-05,0.626,0.397,110.618,4,pop-film
Jeet Gannguli,Musical Bond: Jeet Gannguli & Arijit Singh,"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",59,289012,False,0.558,0.506,1,-6.761,0,0.0236,0.704,3.05e-06,0.0896,0.358,90.001,4,pop-film
Shankar Mahadevan,Breathless,Breathless - Album - Breathless 98,59,185720,False,0.793,0.881,1,-5.589,0,0.195,0.446,0.0,0.317,0.0393,99.858,4,pop-film
Shekhar Ravjiani,Love Mashup,Love Mashup,60,240017,False,0.711,0.673,5,-5.89,0,0.0336,0.25,0.0,0.214,0.393,109.992,4,pop-film
Amit Trivedi,Ishaqzaade,Ishaqzaade,59,316865,False,0.32,0.337,0,-10.91,1,0.0611,0.709,0.0,0.0662,0.206,79.098,4,pop-film
Shreya Ghoshal,"Rozana (From ""Naam Shabana"")",Rozana,59,274201,False,0.434,0.378,8,-8.7,1,0.029,0.766,0.000136,0.115,0.291,92.982,4,pop-film
Mithoon,Love Forever With Arijit Singh,"Sanam Re (From ""Sanam Re"")",61,308714,False,0.581,0.71,7,-4.961,0,0.0374,0.395,0.0,0.137,0.755,111.969,4,pop-film
Mohammed Rafi,Audiobiography,"Gulabi Ankhen - From ""The Train""",60,197293,False,0.575,0.746,9,-6.524,1,0.0695,0.667,8.7e-06,0.352,0.731,107.875,4,pop-film
Unni Menon,Best of Unni Menon,"Enna Vilai (From ""Kadhalar Dhinam"")",58,351085,False,0.567,0.603,7,-13.25,0,0.0589,0.0899,0.0,0.138,0.464,149.995,3,pop-film
Harris Jayaraj,Vaaranam Aayiram (Original Motion Picture Soundtrack),Oh! Shanthi Shanthi,59,183533,False,0.706,0.597,10,-7.045,1,0.041,0.464,0.0,0.226,0.41,132.91,4,pop-film
Harris Jayaraj,Engeyum Kadhal (Original Motion Picture Soundtrack),Dhimu Dhimu,58,329840,False,0.643,0.478,0,-9.376,1,0.0274,0.569,0.000371,0.118,0.317,93.418,4,pop-film
Asha Bhosle,Hum Dono,Abhi Na Jao Chhod Kar,59,255026,False,0.521,0.421,3,-9.856,1,0.0355,0.607,0.187,0.329,0.551,96.444,3,pop-film
Amaal Mallik,2016 Shinning Star - Armaan Malik,"Hua Hain Aaj Pehli Baar (From ""Sanam Re"")",60,309272,False,0.495,0.729,6,-6.453,0,0.103,0.6,4.13e-05,0.0993,0.683,155.892,4,pop-film
Shankar-Ehsaan-Loy,Bandish Bandits (Original Series Soundtrack),Chedkhaniyaan,60,198260,False,0.771,0.659,7,-6.1,1,0.0674,0.216,0.0,0.102,0.587,92.008,4,pop-film
A.R. Rahman,Bombay,Andha Arabi Kadaloram,59,312839,False,0.795,0.842,0,-5.208,1,0.166,0.0534,0.0044,0.0402,0.776,95.027,4,pop-film
A.R. Rahman,Aayitha Ezhutu (Original Motion Picture Soundtrack),Yaakkai Thiri,58,273426,False,0.628,0.787,10,-8.623,0,0.0329,0.0106,0.000626,0.159,0.326,135.976,4,pop-film
Harish Raghavendra,Thiruvilayadal Arambam,Vizhigalil Vizhigalil,58,286253,False,0.731,0.664,11,-9.817,0,0.0836,0.128,0.0,0.0608,0.724,164.108,4,pop-film
Ilaiyaraaja,Nayagan (Original Motion Picture Soundtrack),Nila Adhu Vanathumele,58,301267,False,0.743,0.667,5,-6.956,1,0.0519,0.746,0.706,0.135,0.943,175.558,4,pop-film
Atif Aslam,Bol (Original Motion Picture Soundtrack),Hona Tha Pyar,60,221986,False,0.687,0.542,4,-8.689,1,0.0307,0.571,0.0307,0.118,0.782,102.994,4,pop-film
Shankar Mahadevan,Chandni Chowk To China,Tere Naina,59,255721,False,0.758,0.377,6,-10.224,0,0.0511,0.544,7.65e-05,0.0904,0.624,139.932,4,pop-film
Jatin-Lalit,Hum Tum,Hum Tum,59,329221,False,0.465,0.682,4,-8.124,1,0.0512,0.381,0.00041,0.0801,0.583,164.01,4,pop-film
Shekhar Ravjiani,Anjaana Anjaani,Tumse Hi Tumse,59,261559,False,0.7,0.526,0,-6.246,1,0.0355,0.0981,0.471,0.102,0.774,92.015,4,pop-film
Abhijeet,Main Hoon Na,Tumhe Jo Maine Dekha,60,341146,False,0.734,0.903,0,-3.972,0,0.0649,0.432,0.00569,0.2,0.712,102.009,4,pop-film
Harshdeep Kaur,Bang Bang (Original Motion Picture Soundtrack),Uff,60,272112,False,0.783,0.671,5,-8.572,1,0.064,0.294,0.0,0.134,0.651,141.996,4,pop-film
Shreya Ghoshal,Zeher,Agar Tum Mil Jao,58,360437,False,0.567,0.793,11,-5.715,0,0.052,0.254,4.24e-05,0.0378,0.395,158.083,4,pop-film
Palak Muchhal,Aashiqui 2,Meri Aashiqui,59,266069,False,0.383,0.422,5,-8.219,0,0.0288,0.755,4.15e-06,0.119,0.247,188.109,4,pop-film
Lucky Ali,Anjaana Anjaani,Hairat,59,247072,False,0.618,0.765,9,-5.492,0,0.0661,0.0111,0.000363,0.122,0.439,104.004,4,pop-film
Shafqat Amanat Ali,Jodi Breakers,Darmiyaan,59,353500,False,0.569,0.45,7,-9.732,1,0.03,0.671,0.000334,0.0907,0.423,143.847,4,pop-film
Santhosh Narayanan,"Rakita Rakita Rakita (From ""Jagame Thandhiram"")","Rakita Rakita Rakita (From ""Jagame Thandhiram"")",58,247455,False,0.79,0.74,10,-7.505,0,0.168,0.581,0.000165,0.523,0.948,133.526,4,pop-film
Rahat Fateh Ali Khan,Bodyguard,Teri Meri,62,325311,False,0.401,0.517,2,-6.618,0,0.0481,0.0661,0.0,0.202,0.471,128.451,4,pop-film
Salman Khan,Hero,Main Hoon Hero Tera (Salman Khan Version),59,284073,False,0.672,0.558,5,-7.936,0,0.0297,0.0111,1.31e-05,0.124,0.236,109.999,4,pop-film
Arijit Singh,R...Rajkumar (Original Motion Picture Soundtrack),Dhokha Dhadi,58,249730,False,0.595,0.688,2,-6.391,1,0.0386,0.516,0.0,0.0842,0.866,91.979,4,pop-film
Atif Aslam,"Tera Hua (From ""Loveyatri"")","Tera Hua (From ""Loveyatri"")",60,214002,False,0.426,0.688,2,-5.25,1,0.0443,0.351,0.0,0.0998,0.239,118.586,5,pop-film
Udit Narayan,Hum Dil De Chuke Sanam,Chand Chhupa Badal Mein,59,347013,False,0.402,0.61,11,-9.509,0,0.141,0.368,0.0,0.109,0.463,86.248,4,pop-film
G. V. Prakash,Darling (Original Motion Picture Soundtrack),Neeve,58,281520,False,0.749,0.646,2,-9.598,1,0.0389,0.111,0.0426,0.22,0.752,129.996,4,pop-film
Kumar Sanu,Yes Boss (Original Motion Picture Soundtrack),Ek Din Aap,59,266066,False,0.462,0.375,4,-13.184,1,0.0309,0.642,0.0,0.189,0.612,145.35,3,pop-film
Udit Narayan,Dil Chahta Hai,Jaane Kyon Log Pyar,58,289386,False,0.607,0.526,4,-9.111,1,0.066,0.0185,0.00173,0.227,0.341,190.019,4,pop-film
Pankaj Udhas,Bollywood & Ghazal Collection of Pankaj Udhas,"Dil Jab Se Toot Gaya (From ""Salaami"")",59,323186,False,0.364,0.639,7,-12.455,0,0.0526,0.43,2.75e-05,0.156,0.644,99.072,4,pop-film
Atif Aslam,Bajrangi Bhaijaan,Tu Chahiye,60,272680,False,0.565,0.744,7,-5.817,1,0.0446,0.403,0.0,0.0853,0.415,134.068,4,pop-film
Mukesh,Dharmatma,Kya Khoob Lagti Ho,58,239133,False,0.429,0.644,6,-9.102,1,0.0383,0.723,7.17e-05,0.383,0.658,132.216,4,pop-film
Mohammed Rafi,Kanyadaan,Likhe Jo Khat Tujhe,59,273533,False,0.375,0.449,11,-13.439,0,0.0337,0.89,0.139,0.326,0.744,106.603,4,pop-film
Kishore Kumar,Aradhana,Roop Tera Mastana,59,225213,False,0.449,0.53,8,-8.787,0,0.0951,0.666,7.3e-06,0.234,0.543,83.362,4,pop-film
Shankar Mahadevan,Bicycle Thieves (Original Motion Picture Soundtrack),Punchiri Thanjum,59,276252,False,0.588,0.198,0,-13.095,1,0.0306,0.727,0.0,0.169,0.427,117.096,4,pop-film
Mohammed Irfan,Ultimate Love Songs - Arijit Singh,"Phir Mohabbat (From ""Murder 2"")",59,329851,False,0.464,0.481,0,-6.391,0,0.033,0.787,1.09e-06,0.127,0.263,199.765,4,pop-film
Asha Bhosle,Suron Ki Mallika - Asha Bhosle,"Kitaben Bahut Si (From ""Baazigar"")",59,389386,False,0.619,0.721,2,-7.53,0,0.0696,0.423,8.56e-05,0.0587,0.808,97.32,4,pop-film
Lata Mangeshkar,Dilwale Dulhania Le Jayenge,Mere Khwabon Mein,59,256440,False,0.621,0.512,7,-11.074,0,0.0547,0.634,0.0,0.0803,0.926,114.802,4,pop-film
Vinod Rathod,Best of Bollywood Singers - Shaan & Vinod Rathod,"Koi Na Koi Chahiye (From ""Deewana"")",59,383375,False,0.655,0.729,11,-11.116,0,0.0663,0.21,7.36e-06,0.268,0.889,124.381,4,pop-film
Kishore Kumar,Audiobiography - Kishore Kumar,Pal Pal Dil Ke Paas - Blackmail / Soundtrack Version,59,328160,False,0.401,0.465,10,-8.47,0,0.0384,0.573,1.73e-06,0.0859,0.504,121.164,4,pop-film
Achu,"Pondattee (From ""Golisoda 2"")","Pondattee - From ""Golisoda 2""",59,250396,False,0.692,0.624,9,-7.942,1,0.0678,0.295,1.46e-05,0.116,0.759,169.999,4,pop-film
Pankaj Udhas,Bollywood & Ghazal Collection of Pankaj Udhas,"Chhupana Bhi Nahin Aata (From ""Baazigar"")",59,322066,False,0.394,0.517,3,-11.817,1,0.0714,0.362,2.26e-06,0.129,0.646,157.333,3,pop-film
Kishore Kumar,Legends - Kishore - The Prodigy Vol 3,Kishore Kumar Speaks And O Mere Dil Ke Chain Film - Mere Jeevan Saathi,59,274038,False,0.421,0.472,7,-11.597,1,0.0364,0.873,0.0,0.376,0.604,109.067,4,pop-film
G. V. Prakash,"Kaattu Payale (From ""Soorarai Pottru"")","Kaattu Payale (From ""Soorarai Pottru"")",58,246000,False,0.7,0.631,2,-8.377,1,0.212,0.325,0.000246,0.376,0.49,78.924,4,pop-film
Unni Menon,Hits of A.R.Rahman Isai Saral,"Kaadhal kaditham (From ""Jodi"")",58,297324,False,0.755,0.719,6,-1.461,0,0.0297,0.654,1.57e-06,0.0984,0.807,104.042,4,pop-film
Naresh Iyer,Uthama Puthiran (Original Motion Picture Soundtrack),Kan Irandil,59,271000,False,0.595,0.607,0,-7.291,1,0.0676,0.587,6.34e-06,0.313,0.478,157.417,3,pop-film
Mano,Best Hits Of Ilaiyaraja Vol-1,"Malliga Mottu (From ""Sakthivel"")",57,303304,False,0.614,0.33,9,-11.539,0,0.0894,0.688,4.53e-05,0.137,0.726,126.019,3,pop-film
Lata Mangeshkar,Play That Beat Mr.Raja #1,Valaiyosai Kalakala,59,268221,False,0.789,0.49,0,-6.917,1,0.0491,0.838,0.0252,0.2,0.454,125.413,4,pop-film
Chinmayi,Chennai Express,Titli,59,350617,False,0.679,0.421,7,-9.13,0,0.0344,0.685,6.81e-06,0.244,0.65,81.012,4,pop-film
Amit Trivedi,Lootera,Zinda,58,241962,False,0.493,0.418,9,-9.693,1,0.0261,0.436,0.102,0.104,0.22,89.982,4,pop-film
Armaan Malik,"Tere Mere (From ""Chef"")","Tere Mere (From ""Chef"")",58,343544,False,0.373,0.672,4,-5.797,1,0.0326,0.154,4.28e-05,0.321,0.47,84.503,4,pop-film
A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),Roobaroo,59,282973,False,0.675,0.582,9,-8.891,1,0.0277,0.661,5.56e-06,0.0854,0.538,120.991,4,pop-film
Ankit Tiwari,Pagal Mujhe Tum Kahoge,Pagal Mujhe Tum Kahoge,45,201857,False,0.367,0.439,9,-7.93,0,0.0301,0.726,8.91e-06,0.1,0.241,139.759,3,pop-film
Amaal Mallik,Ghar Se Nikalte Hi,Ghar Se Nikalte Hi,58,282686,False,0.591,0.462,5,-9.77,1,0.0281,0.64,6.44e-05,0.108,0.323,114.02,4,pop-film
Shafqat Amanat Ali,Patiala House,Kyun Main Jaagoon,59,342064,False,0.567,0.298,8,-11.243,1,0.0291,0.835,0.000804,0.117,0.217,129.733,4,pop-film
Arijit Singh,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]",59,370444,False,0.265,0.58,9,-4.767,0,0.0491,0.491,0.0,0.243,0.345,172.121,3,pop-film
